Item_Fat_Content,Item_Identifier,Item_Type,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Visibility,Item_Weight,Total_Sales,Rating
Regular,FDD41,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.087187488,6.765,105,4.0
Regular,FDY28,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.152024355,7.47,211,4.0
Regular,FDR40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.008027701,9.1,81,4.0
Regular,FDL28,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.063121982,10.0,231,4.0
Regular,FDO52,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.077100381,11.6,172,4.0
Regular,FDJ40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.049547993,13.6,108,4.0
Regular,FDI16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.135662712,14.0,52,4.0
Regular,FDF29,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.019917598,15.1,129,4.0
Regular,FDY40,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.085763562,15.5,49,4.0
Regular,FDV28,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.159595473,16.1,32,4.0
Regular,FDW16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.041439718,17.35,93,4.0
Regular,FDR31,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.049121972,6.46,144,4.0
Regular,FDQ19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.014353174,7.35,242,4.0
Regular,FDT19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.14492016,7.59,174,4.0
Regular,FDV44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.039811272,8.365,191,4.0
Regular,FDW44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.035121963,9.5,168,4.0
Regular,FDH56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.063764099,9.8,113,4.0
Regular,FDM08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.059682492499999996,10.1,225,4.0
Regular,FDR55,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.131973625,12.15,187,4.0
Regular,FDT55,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.043618827,13.6,156,4.0
Regular,FDC09,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.026280116,15.5,102,4.0
Regular,FDY56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.062359467,16.35,224,4.0
Regular,FDU20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.021439694,19.35,119,4.0
Regular,FDC57,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.054549098,20.1,193,4.0
Regular,FDP08,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.112316501,20.5,193,4.0
Regular,FDW03,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.024520854,5.63,102,4.0
Regular,FDS15,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.077995641,9.195,107,4.0
Regular,FDQ03,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.077949334,15.0,238,4.0
Regular,FDX03,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.061045133,15.85,44,4.0
Regular,FDL03,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.027058066,19.25,194,4.0
Regular,FDN33,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.12301331,6.305,93,4.0
Regular,FDU57,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.089479661,8.27,148,4.0
Regular,FDG46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.032882271,8.63,113,4.0
Regular,FDM45,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.088121336,8.655,119,4.0
Regular,FDZ57,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.03773288,10.0,128,4.0
Regular,FDO21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.009754896,11.6,223,4.0
Regular,FDW46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.070243155,13.0,65,4.0
Regular,FDN58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.056825065,13.8,230,4.0
Regular,FDL21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.007140468,15.85,40,4.0
Regular,FDS22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.023135131,16.85,44,4.0
Regular,FDL09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.127929521,19.6,167,4.0
Regular,FDS21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.020858779,19.85,62,4.0
Low Fat,FDM39,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.053426165,6.42,178,4.0
Low Fat,FDD51,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.119852889,11.15,44,4.0
Low Fat,FDD39,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.070096518,16.7,217,4.0
Low Fat,NCC43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.092705683,7.39,251,4.0
Low Fat,FDD46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.14113846,6.035,155,4.0
Low Fat,FDE47,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.037877202,14.15,124,4.0
Regular,FDF10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.156797787,15.5,148,4.0
Low Fat,FDO50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07808822575,16.25,90,4.0
Low Fat,FDY50,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.131489269,5.8,89,4.0
Low Fat,DRI39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.097457483,13.8,55,4.0
Low Fat,FDR02,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.022155562,16.7,109,4.0
Low Fat,FDT40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.096185556,5.985,127,4.0
Low Fat,NCT05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021037197,10.895,255,4.0
Low Fat,NCQ06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041994899,13.0,254,4.0
Low Fat,NCF18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.089345074,18.35,191,4.0
Low Fat,NCO55,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.091408076,12.8,108,4.0
Low Fat,FDJ45,Seafood,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073709686,17.75,35,4.0
Low Fat,FDP34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.137786856,12.85,157,4.0
Low Fat,DRD12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077508015,6.96,92,4.0
Low Fat,DRN37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.096689673,9.6,168,4.0
Low Fat,FDV24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.103693024,5.635,149,4.0
Low Fat,FDU36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046459438,6.15,100,4.0
Low Fat,FDX23,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029812714,6.445,95,4.0
Low Fat,FDA11,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043414959,7.75,93,4.0
Low Fat,FDG24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01469075,7.975,84,4.0
Low Fat,FDD48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030281543,10.395,116,4.0
Low Fat,FDT60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.075856062,12.0,124,4.0
Low Fat,FDD36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02136022,13.3,120,4.0
Low Fat,FDY48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.023831558,14.0,103,4.0
Low Fat,FDR60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.130946374,14.3,76,4.0
Low Fat,FDX60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080922439,14.35,80,4.0
Low Fat,FDQ24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073966786,15.7,250,4.0
Low Fat,FDX59,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.051871718,10.195,35,4.0
Low Fat,FDV47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.054428368,17.1,84,4.0
Low Fat,FDH38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.010480751,6.425,116,4.0
Low Fat,FDS13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.15421157883333333,6.465,263,4.0
Low Fat,FDT49,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.15202235,7.0,106,4.0
Low Fat,FDG50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.015334003,7.405,92,4.0
Low Fat,FDT25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.050957715,7.5,122,4.0
Low Fat,FDX13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.047977607,7.725,249,4.0
Low Fat,FDK50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028478742,7.96,161,4.0
Low Fat,FDR49,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.139795569,8.71,47,4.0
Low Fat,FDS49,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.079668739,9.0,79,4.0
Low Fat,FDI14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.090043082,14.1,140,4.0
Low Fat,FDP25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021293909,15.2,218,4.0
Low Fat,FDA13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.078874948,15.85,37,4.0
Low Fat,FDL26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.073490977,18.0,157,4.0
Low Fat,FDD50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.142219209,18.85,167,4.0
Low Fat,DRI03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.022796178,6.03,178,4.0
Low Fat,FDM39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053688479,6.42,178,4.0
Low Fat,FDC39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.159843921,7.405,206,4.0
Low Fat,DRH15,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.110359004,8.775,42,4.0
Low Fat,DRE15,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.017857847,13.35,77,4.0
Low Fat,DRG03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062239081,14.5,154,4.0
Low Fat,FDD39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07044068,16.7,216,4.0
Low Fat,FDC15,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.178694026,18.1,158,4.0
Low Fat,FDO16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.015169739,5.48,82,4.0
Low Fat,FDU52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.064030636,7.56,154,4.0
Low Fat,FDE16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026451028,8.895,210,4.0
Low Fat,FDO04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026645307,16.6,53,4.0
Low Fat,FDL40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011660463,17.7,96,4.0
Low Fat,FDJ04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.124959013,18.0,116,4.0
Low Fat,FDW28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.089186083,18.25,194,4.0
Low Fat,FDO32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.121034655,6.36,47,4.0
Low Fat,FDQ56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.106027474,6.59,83,4.0
Low Fat,FDA20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.066892471,6.78,186,4.0
Low Fat,FDV08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028711412,7.35,39,4.0
Low Fat,FDP56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046673494,8.185,48,4.0
Low Fat,FDD08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03549838,8.3,36,4.0
Low Fat,FDX44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043141572,9.3,90,4.0
Low Fat,FDA43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.064939211,10.895,194,4.0
Low Fat,FDY07,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.12187957333333332,11.8,45,4.0
Low Fat,FDW08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.148986013,12.1,106,4.0
Low Fat,FDM44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031176157,12.5,103,4.0
Low Fat,FDH32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076369874,12.8,97,4.0
Low Fat,FDD33,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.108633372,12.85,233,4.0
Low Fat,FDL56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.126292985,14.1,88,4.0
Low Fat,FDB09,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057629899,16.25,123,4.0
Low Fat,FDT44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.103406065,16.6,116,4.0
Low Fat,FDY55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08165147,16.75,258,4.0
Low Fat,FDR43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.162147349,18.2,37,4.0
Low Fat,FDB32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.023548476,20.6,93,4.0
Low Fat,DRG11,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.084179812,6.385,109,4.0
Low Fat,DRI11,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034544435,8.26,116,4.0
Low Fat,DRM47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043964058,9.3,192,4.0
Low Fat,DRJ11,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.085437778,9.5,188,4.0
Low Fat,DRO47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.112681821,10.195,113,4.0
Low Fat,DRI23,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.137755834,18.85,161,4.0
Low Fat,NCN53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030479118,5.175,33,4.0
Low Fat,NCU17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.093261677,5.32,100,4.0
Low Fat,NCH29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034531230499999996,5.51,98,4.0
Low Fat,NCL17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.068055818,7.39,140,4.0
Low Fat,NCR29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.054863459,7.565,58,4.0
Low Fat,NCJ17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.153177941,7.68,85,4.0
Low Fat,NCM17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.071425647,7.93,45,4.0
Low Fat,NCN05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014518575,8.235,182,4.0
Low Fat,NCR05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.054853377,10.1,198,4.0
Low Fat,NCA53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009918699,11.395,49,4.0
Low Fat,NCZ17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.079755214,12.15,36,4.0
Low Fat,NCY29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077548732,13.65,55,4.0
Low Fat,NCW29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028980533,14.0,129,4.0
Low Fat,NCM53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052252908,18.75,105,4.0
Low Fat,NCX41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.017791458,19.0,211,4.0
Low Fat,NCL05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.048092778,19.6,44,4.0
Low Fat,NCP05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02813543066666667,19.6,150,4.0
Low Fat,NCY53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.058719568,20.0,111,4.0
Low Fat,NCK05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077769768,20.1,63,4.0
Low Fat,NCU30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03494003875,5.11,164,4.0
Low Fat,NCB31,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.119157788,6.235,263,4.0
Low Fat,NCY18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031278532,7.285,176,4.0
Low Fat,NCC43,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.093160853,7.39,251,4.0
Low Fat,NCE31,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.185596553,7.67,35,4.0
Low Fat,NCE07,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013183517,8.18,143,4.0
Low Fat,NCH43,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.070856383,8.42,217,4.0
Low Fat,NCT54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.120022543,8.695,94,4.0
Low Fat,NCU54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.099024124,8.88,208,4.0
Low Fat,NCH18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044843161,9.3,246,4.0
Low Fat,NCV06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.066952965,11.3,192,4.0
Low Fat,NCG54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080131363,12.1,170,4.0
Low Fat,NCS18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042383069,12.65,108,4.0
Low Fat,NCX18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.008829806,14.15,196,4.0
Low Fat,NCZ54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.083698962,14.65,163,4.0
Low Fat,NCG18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.023071504,15.3,101,4.0
Low Fat,NCP54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035292855,15.35,124,4.0
Low Fat,NCR18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020571083,15.85,41,4.0
Low Fat,NCD18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.072965144,16.0,231,4.0
Low Fat,NCG06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029565309,16.35,256,4.0
Low Fat,NCX30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026729068,16.7,248,4.0
Low Fat,NCH30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07467918116666668,17.1,114,4.0
Low Fat,NCW42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.058707159,18.2,220,4.0
Low Fat,NCL18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.168266556,18.85,195,4.0
Low Fat,NCC18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.177992139,19.1,173,4.0
Low Fat,NCG42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041395775,19.2,129,4.0
Low Fat,NCZ06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094545236,19.6,254,4.0
Low Fat,NCI43,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026074491,19.85,48,4.0
Low Fat,NCI30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0591756,20.25,245,4.0
Low Fat,NCN54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021413346,20.35,76,4.0
Low Fat,NCE54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02979232742857143,20.7,74,4.0
Low Fat,FDA39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.012769753,6.32,39,4.0
Low Fat,FDQ39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.081372267,14.8,191,4.0
Low Fat,FDX15,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.156935553,17.2,160,4.0
Low Fat,FDH19,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03322326,19.35,172,4.0
Low Fat,FDT03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.010039493,21.25,181,4.0
Low Fat,NCM31,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08152738,6.095,140,4.0
Low Fat,NCK07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.048885018,10.65,166,4.0
Low Fat,NCM43,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019554705,14.5,162,4.0
Low Fat,NCP43,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030631323,17.75,178,4.0
Low Fat,NCQ43,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.12329732271428571,17.75,108,4.0
Low Fat,NCN07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034082974,18.5,130,4.0
Low Fat,FDR58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041905524666666666,6.675,92,4.0
Low Fat,FDZ46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.069405301,7.485,112,4.0
Low Fat,FDD58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.059594017,7.76,99,4.0
Low Fat,FDT46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03093263,11.35,51,4.0
Low Fat,FDV09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020652362,12.1,149,4.0
Low Fat,FDH33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.122221269,12.85,45,4.0
Low Fat,FDQ10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.033314389,12.85,171,4.0
Low Fat,FDK34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0385407122,13.35,238,4.0
Low Fat,FDC47,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.119374946,15.0,229,4.0
Low Fat,FDJ09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.058632705,15.0,46,4.0
Low Fat,FDP57,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052657753,17.5,103,4.0
Low Fat,FDO34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030060895,17.7,166,4.0
Low Fat,FDZ58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052389407,17.85,120,4.0
Low Fat,FDR09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.078041216,18.25,258,4.0
Low Fat,FDJ22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053025371,18.75,192,4.0
Low Fat,FDM34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.067722325,19.0,130,4.0
Low Fat,FDO57,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.109153001,20.75,161,4.0
Low Fat,FDH10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049505857,21.0,195,4.0
Low Fat,DRJ49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01405025,6.865,128,4.0
Low Fat,DRF49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07136748,7.27,111,4.0
Low Fat,DRK12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042056944,9.5,31,4.0
Low Fat,DRB25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.069742672,12.3,106,4.0
Low Fat,DRG37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019457372,16.2,153,4.0
Low Fat,DRC24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02492239,17.85,153,4.0
Low Fat,DRE49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021336565,20.75,153,4.0
Low Fat,FDE59,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062541552,12.15,34,4.0
Low Fat,FDG59,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043410693,15.85,39,4.0
Regular,FDT12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049823839,6.215,226,4.0
Regular,FDG12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.006351876,6.635,120,4.0
Regular,FDP48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044202545,7.52,182,4.0
Regular,FDX36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.128805815,9.695,224,4.0
Regular,FDL24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024998007,10.3,174,4.0
Regular,FDA47,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.117149075,10.5,164,4.0
Regular,FDB12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.105736638,11.15,104,4.0
Regular,FDT24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.186616421,12.35,78,4.0
Regular,FDR12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031663212,12.6,173,4.0
Regular,FDX11,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.107186944,16.0,181,4.0
Regular,FDZ23,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.067777778,17.75,186,4.0
Regular,FDP49,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07771102133333334,9.0,55,4.0
Regular,FDN49,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.125734578,17.25,41,4.0
